  9.2000000e+005 -4.1500000e+001  7.1300000e-001
  9.3000000e+005 -4.2100000e+001  7.6400000e-001
  9.4000000e+005 -4.0800000e+001  8.2300000e-001
  9.5000000e+005 -4.0400000e+001  7.6200000e-001
  9.6000000e+005 -4.0800000e+001  8.1400000e-001
  9.7000000e+005 -4.0200000e+001  8.4000000e-001
  9.8000000e+005 -4.0300000e+001  8.2100000e-001
  9.9000000e+005 -4.0400000e+001  8.4200000e-001
  1.0000000e+006 -4.0100000e+001  8.4000000e-001
  1.0100000e+006 -4.0400000e+001  8.9300000e-001
  1.0200000e+006 -4.0400000e+001  9.3700000e-001
  1.0300000e+006 -4.0000000e+001  9.3600000e-001
  1.0400000e+006 -3.9900000e+001  9.9000000e-001
  1.0500000e+006 -3.9600000e+001  1.0300000e+000
  1.0600000e+006 -3.9300000e+001  1.0400000e+000
  1.0700000e+006 -3.9100000e+001  1.0800000e+000
  1.0800000e+006 -3.8700000e+001  1.1100000e+000
  1.0900000e+006 -3.8500000e+001  1.1100000e+000
  1.1000000e+006 -3.8200000e+001  1.1400000e+000
  1.1100000e+006 -3.7700000e+001  1.1500000e+000
  1.1200000e+006 -3.7500000e+001  1.1700000e+000
  1.1300000e+006 -3.7200000e+001  1.2100000e+000
  1.1400000e+006 -3.6800000e+001  1.2300000e+000
  1.1500000e+006 -3.6300000e+001  1.2500000e+000
  1.1600000e+006 -3.5800000e+001  1.2800000e+000
  1.1700000e+006 -3.5200000e+001  1.3000000e+000
  1.1800000e+006 -3.4700000e+001  1.3100000e+000
  1.1900000e+006 -3.4100000e+001  1.3300000e+000
  1.2000000e+006 -3.3400000e+001  1.3300000e+000
  1.2100000e+006 -3.2800000e+001  1.3400000e+000
  1.2200000e+006 -3.2000000e+001  1.3400000e+000
  1.2300000e+006 -3.1200000e+001  1.3500000e+000
  1.2400000e+006 -3.0400000e+001  1.3400000e+000
  1.2500000e+006 -2.9400000e+001  1.3400000e+000
  1.2600000e+006 -2.8400000e+001  1.3200000e+000
  1.2700000e+006 -2.7200000e+001  1.3000000e+000
  1.2800000e+006 -2.5700000e+001  1.2600000e+000
  1.2900000e+006 -2.4100000e+001  1.1800000e+000
  1.3000000e+006 -2.2400000e+001  1.0600000e+000
  1.3100000e+006 -2.0500000e+001  8.5700000e-001
  1.3200000e+006 -1.9000000e+001  5.3800000e-001
  1.3300000e+006 -1.8700000e+001  1.5600000e-001
  1.3400000e+006 -1.9600000e+001 -2.0500000e-001
