  1.3500000e+006 -2.1400000e+001 -4.7100000e-001
  1.3600000e+006 -2.3200000e+001 -6.2700000e-001
  1.3700000e+006 -2.4900000e+001 -7.3100000e-001
  1.3800000e+006 -2.6500000e+001 -7.9200000e-001
  1.3900000e+006 -2.7700000e+001 -8.1700000e-001
  1.4000000e+006 -2.8900000e+001 -8.4100000e-001
  1.4100000e+006 -3.0000000e+001 -8.4600000e-001
  1.4200000e+006 -3.0800000e+001 -8.4400000e-001
  1.4300000e+006 -3.1700000e+001 -8.5000000e-001
  1.4400000e+006 -3.2600000e+001 -8.3900000e-001
  1.4500000e+006 -3.3100000e+001 -8.3700000e-001
  1.4600000e+006 -3.3800000e+001 -8.3000000e-001
  1.4700000e+006 -3.4400000e+001 -7.9900000e-001
  1.4800000e+006 -3.4900000e+001 -7.9000000e-001
  1.4900000e+006 -3.5500000e+001 -7.7100000e-001
  1.5000000e+006 -3.6000000e+001 -7.3700000e-001
  1.5100000e+006 -3.6400000e+001 -7.3600000e-001
  1.5200000e+006 -3.6800000e+001 -7.1900000e-001
  1.5300000e+006 -3.7100000e+001 -6.9200000e-001
  1.5400000e+006 -3.7500000e+001 -6.9300000e-001
  1.5500000e+006 -3.7900000e+001 -6.7400000e-001
  1.5600000e+006 -3.8100000e+001 -6.4000000e-001
  1.5700000e+006 -3.8600000e+001 -6.0200000e-001
  1.5800000e+006 -3.9000000e+001 -5.6600000e-001
  1.5900000e+006 -3.9200000e+001 -5.7300000e-001
  1.6000000e+006 -3.9500000e+001 -5.7100000e-001
  1.6100000e+006 -3.9700000e+001 -5.4400000e-001
  1.6200000e+006 -4.0000000e+001 -5.3200000e-001
  1.6300000e+006 -4.0400000e+001 -5.0600000e-001
  1.6400000e+006 -4.0500000e+001 -4.7300000e-001
  1.6500000e+006 -4.0700000e+001 -4.5600000e-001
  1.6600000e+006 -4.1000000e+001 -4.3700000e-001
  1.6700000e+006 -4.1100000e+001 -4.1800000e-001
  1.6800000e+006 -4.1200000e+001 -3.8700000e-001
  1.6900000e+006 -4.1500000e+001 -3.4600000e-001
  1.7000000e+006 -4.1800000e+001 -3.2700000e-001
  1.7100000e+006 -4.1900000e+001 -3.0600000e-001
  1.7200000e+006 -4.2000000e+001 -2.8300000e-001
  1.7300000e+006 -4.2100000e+001 -2.7100000e-001
  1.7400000e+006 -4.2300000e+001 -2.4000000e-001
  1.7500000e+006 -4.2500000e+001 -2.1000000e-001
  1.7600000e+006 -4.2700000e+001 -1.8800000e-001
  1.7700000e+006 -4.2800000e+001 -1.5300000e-001
  1.7800000e+006 -4.2700000e+001 -1.4100000e-001
  1.7900000e+006 -4.2700000e+001 -1.3000000e-001
  1.8000000e+006 -4.3000000e+001 -8.7900000e-002
  1.8100000e+006 -4.3200000e+001 -5.6400000e-002
  1.8200000e+006 -4.3200000e+001 -3.7500000e-002
  1.8300000e+006 -4.3200000e+001 -1.8500000e-003
  1.8400000e+006 -4.3400000e+001  2.8000000e-002
  1.8500000e+006 -4.3600000e+001  4.9700000e-002
  1.8600000e+006 -4.3700000e+001  7.1200000e-002
  1.8700000e+006 -4.3500000e+001  9.2800000e-002
  1.8800000e+006 -4.3500000e+001  1.3200000e-001
  1.8900000e+006 -4.3600000e+001  1.6500000e-001
  1.9000000e+006 -4.3500000e+001  1.7400000e-001
  1.9100000e+006 -4.3600000e+001  2.0100000e-001
  1.9200000e+006 -4.3800000e+001  2.4100000e-001
  1.9300000e+006 -4.3800000e+001  2.6200000e-001
  1.9400000e+006 -4.3800000e+001  2.8700000e-001
  1.9500000e+006 -4.3800000e+001  3.1000000e-001
  1.9600000e+006 -4.3800000e+001  3.3400000e-001
  1.9700000e+006 -4.4000000e+001  3.8500000e-001
  1.9800000e+006 -4.4000000e+001  4.0700000e-001
  1.9900000e+006 -4.3900000e+001  3.9700000e-001
  2.0000000e+006 -4.4000000e+001  4.3400000e-001
  2.0100000e+006 -4.3900000e+001  4.6500000e-001
  2.0200000e+006 -4.3700000e+001  4.6900000e-001
  2.0300000e+006 -4.4100000e+001  5.3500000e-001
  2.0400000e+006 -4.3900000e+001  5.7900000e-001
  2.0500000e+006 -4.3400000e+001  5.5800000e-001
  2.0600000e+006 -4.3400000e+001  5.8900000e-001
  2.0700000e+006 -4.3400000e+001  6.2000000e-001
  2.0800000e+006 -4.3200000e+001  5.9800000e-001
  2.0900000e+006 -4.3400000e+001  6.0000000e-001
  2.1000000e+006 -4.2900000e+001  5.9100000e-001
  2.1100000e+006 -4.2800000e+001  5.9400000e-001
  2.1200000e+006 -4.3200000e+001  6.7900000e-001
  2.1300000e+006 -4.3200000e+001  7.1300000e-001
  2.1400000e+006 -4.3400000e+001  6.7100000e-001
  2.1500000e+006 -4.3800000e+001  6.7600000e-001
  2.1600000e+006 -4.3200000e+001  6.8800000e-001
  2.1700000e+006 -4.3200000e+001  7.0100000e-001
  2.1800000e+006 -4.3900000e+001  7.4100000e-001
  2.1900000e+006 -4.3600000e+001  7.7600000e-001
  2.2000000e+006 -4.3600000e+001  8.3900000e-001
  2.2100000e+006 -4.4300000e+001  8.3900000e-001
  2.2200000e+006 -4.4100000e+001  8.1700000e-001
  2.2300000e+006 -4.3400000e+001  9.9900000e-001
  2.2400000e+006 -4.3000000e+001  1.0600000e+000
  2.2500000e+006 -4.3200000e+001  8.4800000e-001
  2.2600000e+006 -4.4000000e+001  8.4600000e-001
  2.2700000e+006 -4.4100000e+001  1.0300000e+000
  2.2800000e+006 -4.3300000e+001  9.8900000e-001
  2.2900000e+006 -4.3600000e+001  1.0300000e+000
  2.3000000e+006 -4.3600000e+001  1.1800000e+000
